Rank,NOC_x,Gold,Silver,Bronze,Total,Year,NOC_y,Host_City,Sport,Sports_Participation_Count
43,73.0,0,0,1,1,1984,265.0,10,34.0,2.0
43,73.0,0,0,1,1,1984,265.0,10,34.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,34.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,36.0,8.0
43,73.0,0,0,1,1,1984,265.0,10,37.0,2.0
43,73.0,0,0,1,1,1984,265.0,10,39.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,40.0,1.0
43,73.0,0,0,1,1,1984,265.0,10,41.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,42.0,14.0
43,73.0,0,0,1,1,1984,265.0,10,42.0,1.0
43,73.0,0,0,1,1,1984,265.0,10,42.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,43.0,2.0
43,73.0,0,0,1,1,1984,265.0,10,43.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,47.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,48.0,8.0
43,73.0,0,0,1,1,1984,265.0,10,49.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,50.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,50.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,53.0,2.0
43,73.0,0,0,1,1,1984,265.0,10,55.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,56.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,59.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,60.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,60.0,14.0
43,73.0,0,0,1,1,1984,265.0,10,61.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,61.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,63.0,7.0
43,73.0,0,0,1,1,1984,265.0,10,64.0,11.0
43,73.0,0,0,1,1,1984,265.0,10,65.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,67.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,68.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,69.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,72.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,73.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,74.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,80.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,81.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,83.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,83.0,2.0
43,73.0,0,0,1,1,1984,265.0,10,84.0,0.0
43,73.0,0,0,1,1,1984,265.0,10,86.0,10.0
43,73.0,0,0,1,1,1984,265.0,10,87.0,10.0
43,73.0,0,0,1,1,1984,265.0,10,87.0,10.0
43,73.0,0,0,1,1,1984,265.0,10,76.0,221.0
43,73.0,0,0,1,1,1984,265.0,10,75.0,29.0
43,73.0,0,0,1,1,1984,265.0,10,77.0,21.0
43,121.0,0,0,1,1,1984,265.0,10,4.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,4.0,4.0
43,121.0,0,0,1,1,1984,265.0,10,4.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,4.0,29.0
43,121.0,0,0,1,1,1984,265.0,10,4.0,1.0
43,121.0,0,0,1,1,1984,265.0,10,5.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,9.0,41.0
43,121.0,0,0,1,1,1984,265.0,10,10.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,13.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,13.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,14.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,14.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,15.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,17.0,12.0
43,121.0,0,0,1,1,1984,265.0,10,18.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,21.0,12.0
43,121.0,0,0,1,1,1984,265.0,10,21.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,22.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,23.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,24.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,24.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,24.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,24.0,3.0
43,121.0,0,0,1,1,1984,265.0,10,24.0,5.0
43,121.0,0,0,1,1,1984,265.0,10,34.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,34.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,34.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,34.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,34.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,36.0,8.0
43,121.0,0,0,1,1,1984,265.0,10,37.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,39.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,40.0,1.0
43,121.0,0,0,1,1,1984,265.0,10,41.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,42.0,14.0
43,121.0,0,0,1,1,1984,265.0,10,42.0,1.0
43,121.0,0,0,1,1,1984,265.0,10,42.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,43.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,43.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,47.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,48.0,8.0
43,121.0,0,0,1,1,1984,265.0,10,49.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,50.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,50.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,53.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,55.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,56.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,59.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,60.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,60.0,14.0
43,121.0,0,0,1,1,1984,265.0,10,61.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,61.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,63.0,7.0
43,121.0,0,0,1,1,1984,265.0,10,64.0,11.0
43,121.0,0,0,1,1,1984,265.0,10,65.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,67.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,68.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,69.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,72.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,73.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,74.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,80.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,81.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,83.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,83.0,2.0
43,121.0,0,0,1,1,1984,265.0,10,84.0,0.0
43,121.0,0,0,1,1,1984,265.0,10,86.0,10.0
43,121.0,0,0,1,1,1984,265.0,10,87.0,10.0
43,121.0,0,0,1,1,1984,265.0,10,87.0,10.0
43,121.0,0,0,1,1,1984,265.0,10,76.0,221.0
43,121.0,0,0,1,1,1984,265.0,10,75.0,29.0
43,121.0,0,0,1,1,1984,265.0,10,77.0,21.0
43,282.0,0,0,1,1,1984,265.0,10,4.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,4.0,4.0
43,282.0,0,0,1,1,1984,265.0,10,4.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,4.0,29.0
43,282.0,0,0,1,1,1984,265.0,10,4.0,1.0
43,282.0,0,0,1,1,1984,265.0,10,5.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,9.0,41.0
43,282.0,0,0,1,1,1984,265.0,10,10.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,13.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,13.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,14.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,14.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,15.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,17.0,12.0
43,282.0,0,0,1,1,1984,265.0,10,18.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,21.0,12.0
43,282.0,0,0,1,1,1984,265.0,10,21.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,22.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,23.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,24.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,24.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,24.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,24.0,3.0
43,282.0,0,0,1,1,1984,265.0,10,24.0,5.0
43,282.0,0,0,1,1,1984,265.0,10,34.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,34.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,34.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,34.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,34.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,36.0,8.0
43,282.0,0,0,1,1,1984,265.0,10,37.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,39.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,40.0,1.0
43,282.0,0,0,1,1,1984,265.0,10,41.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,42.0,14.0
43,282.0,0,0,1,1,1984,265.0,10,42.0,1.0
43,282.0,0,0,1,1,1984,265.0,10,42.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,43.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,43.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,47.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,48.0,8.0
43,282.0,0,0,1,1,1984,265.0,10,49.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,50.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,50.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,53.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,55.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,56.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,59.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,60.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,60.0,14.0
43,282.0,0,0,1,1,1984,265.0,10,61.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,61.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,63.0,7.0
43,282.0,0,0,1,1,1984,265.0,10,64.0,11.0
43,282.0,0,0,1,1,1984,265.0,10,65.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,67.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,68.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,69.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,72.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,73.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,74.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,80.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,81.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,83.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,83.0,2.0
43,282.0,0,0,1,1,1984,265.0,10,84.0,0.0
43,282.0,0,0,1,1,1984,265.0,10,86.0,10.0
43,282.0,0,0,1,1,1984,265.0,10,87.0,10.0
43,282.0,0,0,1,1,1984,265.0,10,87.0,10.0
43,282.0,0,0,1,1,1984,265.0,10,76.0,221.0
43,282.0,0,0,1,1,1984,265.0,10,75.0,29.0
43,282.0,0,0,1,1,1984,265.0,10,77.0,21.0
1,262.0,55,31,46,132,1988,134.0,19,4.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,4.0,4.0
1,262.0,55,31,46,132,1988,134.0,19,4.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,4.0,31.0
1,262.0,55,31,46,132,1988,134.0,19,4.0,1.0
1,262.0,55,31,46,132,1988,134.0,19,5.0,4.0
1,262.0,55,31,46,132,1988,134.0,19,9.0,42.0
1,262.0,55,31,46,132,1988,134.0,19,10.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,13.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,13.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,14.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,14.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,15.0,
1,262.0,55,31,46,132,1988,134.0,19,17.0,12.0
1,262.0,55,31,46,132,1988,134.0,19,18.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,21.0,12.0
1,262.0,55,31,46,132,1988,134.0,19,21.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,22.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,23.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,24.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,24.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,24.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,24.0,3.0
1,262.0,55,31,46,132,1988,134.0,19,24.0,6.0
1,262.0,55,31,46,132,1988,134.0,19,34.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,34.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,34.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,34.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,34.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,36.0,8.0
1,262.0,55,31,46,132,1988,134.0,19,37.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,39.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,40.0,1.0
1,262.0,55,31,46,132,1988,134.0,19,41.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,42.0,14.0
1,262.0,55,31,46,132,1988,134.0,19,42.0,1.0
1,262.0,55,31,46,132,1988,134.0,19,42.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,43.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,43.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,47.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,48.0,7.0
1,262.0,55,31,46,132,1988,134.0,19,49.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,50.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,50.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,53.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,55.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,56.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,59.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,60.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,60.0,14.0
1,262.0,55,31,46,132,1988,134.0,19,61.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,61.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,63.0,8.0
1,262.0,55,31,46,132,1988,134.0,19,64.0,13.0
1,262.0,55,31,46,132,1988,134.0,19,65.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,67.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,68.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,69.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,72.0,4.0
1,262.0,55,31,46,132,1988,134.0,19,73.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,74.0,4.0
1,262.0,55,31,46,132,1988,134.0,19,80.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,81.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,83.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,83.0,2.0
1,262.0,55,31,46,132,1988,134.0,19,84.0,0.0
1,262.0,55,31,46,132,1988,134.0,19,86.0,10.0
1,262.0,55,31,46,132,1988,134.0,19,87.0,10.0
1,262.0,55,31,46,132,1988,134.0,19,87.0,10.0
1,262.0,55,31,46,132,1988,134.0,19,76.0,237.0
1,262.0,55,31,46,132,1988,134.0,19,75.0,31.0
1,262.0,55,31,46,132,1988,134.0,19,77.0,23.0
2,94.0,37,35,30,102,1988,134.0,19,4.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,4.0,4.0
2,94.0,37,35,30,102,1988,134.0,19,4.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,4.0,31.0
2,94.0,37,35,30,102,1988,134.0,19,4.0,1.0
2,94.0,37,35,30,102,1988,134.0,19,5.0,4.0
2,94.0,37,35,30,102,1988,134.0,19,9.0,42.0
2,94.0,37,35,30,102,1988,134.0,19,10.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,13.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,13.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,14.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,14.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,15.0,
2,94.0,37,35,30,102,1988,134.0,19,17.0,12.0
2,94.0,37,35,30,102,1988,134.0,19,18.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,21.0,12.0
2,94.0,37,35,30,102,1988,134.0,19,21.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,22.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,23.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,24.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,24.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,24.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,24.0,3.0
2,94.0,37,35,30,102,1988,134.0,19,24.0,6.0
2,94.0,37,35,30,102,1988,134.0,19,34.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,34.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,34.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,34.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,34.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,36.0,8.0
2,94.0,37,35,30,102,1988,134.0,19,37.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,39.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,40.0,1.0
2,94.0,37,35,30,102,1988,134.0,19,41.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,42.0,14.0
2,94.0,37,35,30,102,1988,134.0,19,42.0,1.0
2,94.0,37,35,30,102,1988,134.0,19,42.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,43.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,43.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,47.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,48.0,7.0
2,94.0,37,35,30,102,1988,134.0,19,49.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,50.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,50.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,53.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,55.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,56.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,59.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,60.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,60.0,14.0
2,94.0,37,35,30,102,1988,134.0,19,61.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,61.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,63.0,8.0
2,94.0,37,35,30,102,1988,134.0,19,64.0,13.0
2,94.0,37,35,30,102,1988,134.0,19,65.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,67.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,68.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,69.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,72.0,4.0
2,94.0,37,35,30,102,1988,134.0,19,73.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,74.0,4.0
2,94.0,37,35,30,102,1988,134.0,19,80.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,81.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,83.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,83.0,2.0
2,94.0,37,35,30,102,1988,134.0,19,84.0,0.0
2,94.0,37,35,30,102,1988,134.0,19,86.0,10.0
2,94.0,37,35,30,102,1988,134.0,19,87.0,10.0
2,94.0,37,35,30,102,1988,134.0,19,87.0,10.0
2,94.0,37,35,30,102,1988,134.0,19,76.0,237.0
2,94.0,37,35,30,102,1988,134.0,19,75.0,31.0
2,94.0,37,35,30,102,1988,134.0,19,77.0,23.0
3,265.0,36,31,27,94,1988,134.0,19,4.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,4.0,4.0
3,265.0,36,31,27,94,1988,134.0,19,4.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,4.0,31.0
3,265.0,36,31,27,94,1988,134.0,19,4.0,1.0
3,265.0,36,31,27,94,1988,134.0,19,5.0,4.0
3,265.0,36,31,27,94,1988,134.0,19,9.0,42.0
3,265.0,36,31,27,94,1988,134.0,19,10.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,13.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,13.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,14.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,14.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,15.0,
3,265.0,36,31,27,94,1988,134.0,19,17.0,12.0
3,265.0,36,31,27,94,1988,134.0,19,18.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,21.0,12.0
3,265.0,36,31,27,94,1988,134.0,19,21.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,22.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,23.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,24.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,24.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,24.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,24.0,3.0
3,265.0,36,31,27,94,1988,134.0,19,24.0,6.0
3,265.0,36,31,27,94,1988,134.0,19,34.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,34.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,34.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,34.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,34.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,36.0,8.0
3,265.0,36,31,27,94,1988,134.0,19,37.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,39.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,40.0,1.0
3,265.0,36,31,27,94,1988,134.0,19,41.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,42.0,14.0
3,265.0,36,31,27,94,1988,134.0,19,42.0,1.0
3,265.0,36,31,27,94,1988,134.0,19,42.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,43.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,43.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,47.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,48.0,7.0
3,265.0,36,31,27,94,1988,134.0,19,49.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,50.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,50.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,53.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,55.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,56.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,59.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,60.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,60.0,14.0
3,265.0,36,31,27,94,1988,134.0,19,61.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,61.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,63.0,8.0
3,265.0,36,31,27,94,1988,134.0,19,64.0,13.0
3,265.0,36,31,27,94,1988,134.0,19,65.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,67.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,68.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,69.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,72.0,4.0
3,265.0,36,31,27,94,1988,134.0,19,73.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,74.0,4.0
3,265.0,36,31,27,94,1988,134.0,19,80.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,81.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,83.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,83.0,2.0
3,265.0,36,31,27,94,1988,134.0,19,84.0,0.0
3,265.0,36,31,27,94,1988,134.0,19,86.0,10.0
3,265.0,36,31,27,94,1988,134.0,19,87.0,10.0
3,265.0,36,31,27,94,1988,134.0,19,87.0,10.0
3,265.0,36,31,27,94,1988,134.0,19,76.0,237.0
3,265.0,36,31,27,94,1988,134.0,19,75.0,31.0
3,265.0,36,31,27,94,1988,134.0,19,77.0,23.0
4,134.0,12,10,11,33,1988,134.0,19,4.0,2.0
4,134.0,12,10,11,33,1988,134.0,19,4.0,4.0
4,134.0,12,10,11,33,1988,134.0,19,4.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,4.0,31.0
4,134.0,12,10,11,33,1988,134.0,19,4.0,1.0
4,134.0,12,10,11,33,1988,134.0,19,5.0,4.0
4,134.0,12,10,11,33,1988,134.0,19,9.0,42.0
4,134.0,12,10,11,33,1988,134.0,19,10.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,13.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,13.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,14.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,14.0,2.0
4,134.0,12,10,11,33,1988,134.0,19,15.0,
4,134.0,12,10,11,33,1988,134.0,19,17.0,12.0
4,134.0,12,10,11,33,1988,134.0,19,18.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,21.0,12.0
4,134.0,12,10,11,33,1988,134.0,19,21.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,22.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,23.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,24.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,24.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,24.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,24.0,3.0
4,134.0,12,10,11,33,1988,134.0,19,24.0,6.0
4,134.0,12,10,11,33,1988,134.0,19,34.0,2.0
4,134.0,12,10,11,33,1988,134.0,19,34.0,2.0
4,134.0,12,10,11,33,1988,134.0,19,34.0,2.0
4,134.0,12,10,11,33,1988,134.0,19,34.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,34.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,36.0,8.0
4,134.0,12,10,11,33,1988,134.0,19,37.0,2.0
4,134.0,12,10,11,33,1988,134.0,19,39.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,40.0,1.0
4,134.0,12,10,11,33,1988,134.0,19,41.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,42.0,14.0
4,134.0,12,10,11,33,1988,134.0,19,42.0,1.0
4,134.0,12,10,11,33,1988,134.0,19,42.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,43.0,2.0
4,134.0,12,10,11,33,1988,134.0,19,43.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,47.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,48.0,7.0
4,134.0,12,10,11,33,1988,134.0,19,49.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,50.0,0.0
4,134.0,12,10,11,33,1988,134.0,19,50.0,0.0
